project;commit;benchmark;params;percentage;cov;ci;divergence
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=32,work=10;0.961852581;0.071394788;0.017375084;0.995979087
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=32,work=100;0.921496512;0.061544406;0.024894132;0.982671469
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=32,work=1000;0.859542001;0.100346301;0.022857967;0.927956138
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=8,work=1;0.912733773;0.089027124;0.014860742;0.988385752
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=8,work=10;0.845577984;0.080537446;0.014066657;0.993283059
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=8,work=100;0.874960405;0.09408778;0.023870605;0.993432632
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=8,work=1000;0.985497575;0.153536362;0.014263705;0.997172489
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=1,work=1;0.935674835;0.059617922;0.024675611;0.996381496
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=1,work=10;1.092949543;0.050499003;0.017891867;0.990304071
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=1,work=100;1.010097767;0.066473631;0.038884222;0.990480066
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=1,work=1000;0.971203352;0.046496763;0.028300744;0.993588478
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=128,work=1;0.942092336;0.046077109;0.019222315;0.996292296
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=128,work=10;0.929817016;0.047010176;0.017203526;0.996692457
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=128,work=100;0.927512931;0.063903189;0.023803881;0.954180071
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=128,work=1000;0.974219492;0.099234119;0.025263062;0.972396243
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=256,work=1;0.924148245;0.056613885;0.02626645;0.989776651
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=256,work=10;0.977378269;0.057349801;0.014369444;0.984774018
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=256,work=100;0.90961364;0.052260102;0.027528697;0.993748531
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=256,work=1000;0.966822221;0.035254672;0.009515624;0.995441078
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=32,work=1;0.955673236;0.03737957;0.012255051;0.993714108
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=32,work=10;0.942592467;0.082614595;0.049372522;0.994191165
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=32,work=100;0.94757058;0.076349236;0.031566855;0.987986145
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=32,work=1000;0.92892258;0.074918808;0.017725677;0.993901369
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=8,work=1;0.899770355;0.075124619;0.016367135;0.9953631
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=8,work=10;0.927772959;0.047863273;0.009261692;0.995330562
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=8,work=100;0.889714504;0.095756091;0.012190598;0.998440619
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=8,work=1000;0.905042527;0.091309805;0.013297427;0.987883947
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=1,work=1;0.952771546;0.054217126;0.033089689;0.981566851
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=1,work=10;0.939842883;0.063442597;0.03986627;0.960635306
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=1,work=100;0.961339892;0.062477292;0.049152432;0.990406872
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=1,work=1000;1.022851644;0.055140105;0.036027017;0.978359217
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=128,work=1;0.991940969;0.033601153;0.014829697;0.99561839
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=128,work=10;1.007105198;0.037791167;0.019177007;0.978222258
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=128,work=100;0.867393109;0.037645704;0.018703437;0.979976279
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=128,work=1000;0.981833452;0.035261405;0.015948276;0.980186834
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=256,work=1;0.948640883;0.036280717;0.018960889;0.971242641
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=256,work=10;0.973603041;0.045906216;0.025718971;0.985951928
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=256,work=100;0.929873897;0.039613206;0.018328861;0.99354397
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=256,work=1000;0.948854955;0.033564236;0.017943613;0.996043298
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=32,work=1;0.995787765;0.052384229;0.030694756;0.925694304
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=32,work=10;0.980969495;0.040874153;0.020885347;0.997271851
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=32,work=100;1.000930788;0.047829116;0.02238041;0.968445928
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=32,work=1000;0.9106244;0.03828533;0.012562981;0.987680261
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=8,work=1;0.935170244;0.089437836;0.017123775;0.997927343
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=8,work=10;0.954422037;0.071095278;0.015693799;0.996536731
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=8,work=100;0.919481208;0.089597472;0.019976059;0.998290602
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=8,work=1000;0.953889137;0.115477454;0.034028668;0.995161688
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=1,work=1;0.96997533;0.049715453;0.031042409;0.951669755
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=1,work=10;1.01458118;0.042046466;0.029599126;0.958905459
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=1,work=100;1.019584084;0.023352783;0.01722609;0.979031957
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=1,work=1000;1.024858894;0.055106759;0.03593955;0.989001202
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=128,work=1;0.929986236;0.039310076;0.02290434;0.98434957
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=128,work=10;0.912751512;0.048969471;0.02730316;0.984327835
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=128,work=100;0.871055501;0.046773891;0.025687502;0.911757534
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=128,work=1000;0.91669947;0.044845898;0.022190656;0.961541857
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=256,work=1;0.953629229;0.028939751;0.015479656;0.979191713
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=256,work=10;0.963182758;0.046319733;0.027217777;0.814837423
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=256,work=100;0.951598285;0.038750549;0.022793676;0.975724517
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=256,work=1000;0.828301197;0.039346299;0.023622929;0.964227229
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=32,work=1;0.959490376;0.046369705;0.02158053;0.97753373
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=32,work=10;0.935742137;0.050896035;0.024549311;0.994828256
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=32,work=100;0.855624239;0.062139837;0.026842163;0.959411478
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=32,work=1000;0.897885494;0.064336833;0.031778294;0.984611056
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=8,work=1;0.951968852;0.090968922;0.041118307;0.991196798
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=8,work=10;0.886258263;0.079319537;0.035873176;0.98805466
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=8,work=100;0.890721902;0.084713077;0.035530343;0.991314411
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000,maxConcurrency=8,work=1000;0.990588477;0.093221369;0.058978974;0.993220242
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=1,work=1;1.019407496;0.019196952;0.013043558;0.974267918
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=1,work=10;1.030495858;0.019184415;0.012690047;0.968483548
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=1,work=100;1.04223147;0.026215831;0.017604988;0.864819094
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=1,work=1000;1.050573376;0.024997517;0.015948639;0.981655352
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=128,work=1;0.923334941;0.049627321;0.035460968;0.943361306
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=128,work=10;0.843500258;0.052805158;0.036119494;0.914202468
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=128,work=100;0.883469997;0.060025654;0.040640032;0.70340541
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=128,work=1000;0.9421316;0.086727099;0.055633888;0.865102718
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=256,work=1;0.894238732;0.05030416;0.034621606;0.897832271
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=256,work=10;1.012568794;0.048907402;0.032671867;0.946407791
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=256,work=100;0.93867929;0.059139838;0.042978859;0.937099098
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=256,work=1000;0.93533382;0.046031569;0.030715019;0.969521712
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=32,work=1;0.780694489;0.088854075;0.056164442;0.95350863
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=32,work=10;0.798622103;0.084105169;0.059140663;0.964004066
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=32,work=100;0.8714785;0.115244486;0.077657863;0.975803946
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=32,work=1000;0.90629335;0.080569892;0.055146105;0.968498403
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=8,work=1;0.95565053;0.059109921;0.03927712;0.98099989
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=8,work=10;1.008409248;0.052273314;0.034832221;0.985870292
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=8,work=100;1.014259707;0.045038754;0.032915819;0.963725187
;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=8,work=1000;0.970695783;0.036017713;0.026617759;0.921168606
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=1;0.948076934;0.099641099;0.007130976;0.999245733
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=128;1.008009012;0.103055068;0.008322011;1
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=256;1.008890575;0.134057458;0.00845061;0.998797789
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=32;1.052724317;0.089260314;0.007625488;0.99975111
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=8;0.984511518;0.100906345;0.007856679;0.999848467
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10,maxConcurrency=1;0.949983701;0.152014799;0.012687199;0.998563472
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10,maxConcurrency=128;0.997862644;0.256133598;0.02240431;0.998437613
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10,maxConcurrency=256;0.992642641;0.268055378;0.023107145;0.998956307
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10,maxConcurrency=32;0.974320977;0.227581011;0.020892022;0.997842824
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10,maxConcurrency=8;1.090956423;0.200888011;0.019970494;0.999067472
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=1;0.88017417;0.10513645;0.012548792;0.996537856
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=128;0.997854828;0.119459663;0.009621924;0.998947348
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=256;1.123082565;0.10529519;0.009399723;0.994998693
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=32;1.105690599;0.103491431;0.007890606;0.996781034
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100,maxConcurrency=8;1.102421939;0.093630406;0.012169244;0.995794225
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000,maxConcurrency=1;0.985691443;0.046381238;0.00686752;0.99937787
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000,maxConcurrency=128;0.99141929;0.036544755;0.004854729;0.999770195
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000,maxConcurrency=256;0.988333744;0.044645158;0.007099139;0.998972753
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000,maxConcurrency=32;0.986098275;0.035547032;0.005062298;0.998966421
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000,maxConcurrency=8;0.988718426;0.049315115;0.007040149;0.999615136
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=1;0.993311095;0.11502361;0.009753675;0.99759303
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=128;0.97973357;0.175582303;0.016106967;0.986277817
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=256;0.992287718;0.132486645;0.011430816;0.999662749
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=32;0.985755989;0.147924569;0.012903266;0.998905377
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10000,maxConcurrency=8;0.986902778;0.155575394;0.016380967;0.999448389
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000,maxConcurrency=1;0.995339869;0.047772562;0.006460618;0.998909727
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000,maxConcurrency=128;0.988691216;0.049042496;0.006624501;0.998195749
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000,maxConcurrency=256;0.99013926;0.051018063;0.005768427;0.999387158
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000,maxConcurrency=32;0.981663288;0.048827536;0.006159831;0.997741906
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000,maxConcurrency=8;0.986499997;0.05078001;0.006905459;0.997640846
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000,maxConcurrency=1;0.863368512;0.04492772;0.014459547;0.996349631
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000,maxConcurrency=128;0.868871281;0.047301158;0.023703841;0
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000,maxConcurrency=256;0.879539443;0.058438164;0.027649534;0.934214811
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000,maxConcurrency=32;0.870553721;0.064496418;0.028362647;0.791721017
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000,maxConcurrency=8;0.870276436;0.048387187;0.021155187;0.970012101
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1,maxConcurrency=1;0.968249383;0.143871712;0.014052728;0.999446123
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1,maxConcurrency=128;0.999661037;0.223644101;0.020643491;0.999065652
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1,maxConcurrency=256;1.039380949;0.207859989;0.019132744;0.998528976
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1,maxConcurrency=32;0.988986324;0.248905999;0.023342296;0.997614028
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1,maxConcurrency=8;0.970846331;0.188934706;0.017708374;0.998447575
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10,maxConcurrency=1;1.034275559;0.204615658;0.016113278;0.999103528
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10,maxConcurrency=128;1.00830986;0.200689571;0.01730888;0.998493912
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10,maxConcurrency=256;0.996437886;0.161169271;0.013077927;0.999294072
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10,maxConcurrency=32;0.993096005;0.131165523;0.01171005;0.998452922
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10,maxConcurrency=8;1.000122595;0.173767652;0.018845933;0.997341467
;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100,maxConcurrency=1;1.003068528;0.088921535;0.007036983;0.999202434
