project;commit;benchmark;params;< 3%;< 2%;< 1%;< 0.5%
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowablePlain;count=100;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated;count=1000000;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableDedicated;count=1000000;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowablePlain;count=1;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=10;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=10;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=10;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated;count=1000000;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableConvert;count=10;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain;count=10;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain;count=10;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableConvert;count=10;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=10;5;5;6;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=10;5;5;6;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderFile;;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4jLogEventBenchmark.testBaseline;;6;6;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput7Params;;5;6;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMCD;;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.baseline;;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueHashContextData;count=5,length=20;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.shiftJisEncoder;;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=CopySortedArray;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=500,threadContextMapAlias=NoGcOpenHash;5;6;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=50,threadContextMapAlias=CopyOpenHash;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=5,threadContextMapAlias=NoGcSortedArray;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.individualParams;;6;6;6;7
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingLast;times=1;5;6;6;7
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.singleJustMapJust;times=1;5;5;6;7
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.observable;times=1000;5;5;6;7
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=256,work=1000;5;6;6;7
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=1,work=1;5;5;6;7
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=128,work=100;5;6;6;7
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=256,work=1;6;6;6;7
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=8,work=100;6;6;6;7
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100,maxConcurrency=1;5;5;6;7
ReactiveX/RxJava;;io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruSync;size=1;5;5;6;7
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=100000,cpu=1000;5;5;6;7
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.flowableInner;times=1000000;5;5;6;7
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.observable;times=1;5;5;6;7
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=10;5;5;6;7
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100;5;5;6;7
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=100;5;5;6;7
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=10;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=100;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=100000;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowablePlain;count=1000;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=10;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowablePlain;count=10;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert;count=10;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableDedicated;count=10;5;6;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=10;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=10;5;5;6;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=100;5;5;6;7
apache/logging-log4j2;;org.apache.logging.log4j.message.ParameterFormatterBenchmark.latency3ParamsV3;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AbstractStringLayoutStringEncodingBenchmark.utf16Encode;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.interfaceNotImpl;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet3Element;;5;6;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.DebugDisabledBenchmark.slf4jIsDebugEnabled;;6;6;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jTooFine;;5;6;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MDCFilterBenchmark.log4jThreadContextFilter;size=4;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.baseline;;5;6;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMC;;6;6;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCNoSpace;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMDEx;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.iterateMap;count=5,length=20;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.iso8859_1CustomPortedJDK8;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.TextEncoderHelperBenchmark.encodeMCD;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=Default;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.cachedThrdLocalCustomFormat;;5;5;6;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.varargParams;;5;6;6;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1;5;5;6;6
ReactiveX/RxJava;;io.reactivex.BlockingPerf.observableBlockingFirst;times=1;5;5;6;6
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.singleJust;times=1000000;5;5;6;6
ReactiveX/RxJava;;io.reactivex.EachTypeFlatMapPerf.singleJustMapJust;times=1000000;5;5;6;6
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000000,maxConcurrency=1,work=100;5;5;6;6
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100,maxConcurrency=8;5;5;6;6
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000,count=10000,parallelism=1;6;6;6;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=1000000,cpu=1000;5;5;6;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=10,cpu=1;5;5;6;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=1000,cpu=10;5;6;6;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=100000,cpu=10000;5;5;6;6
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=10;5;6;6;6
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableConvert;count=1;5;5;6;6
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowablePlain;count=10;5;5;6;6
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain;count=1;5;5;6;6
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=1;5;6;6;6
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableDedicated;count=100;5;5;6;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=10000,cpu=1;5;5;5;34
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=100;5;5;5;29
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableConvert;count=1;5;5;5;28
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=100;5;5;5;25
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapSingle1;times=100;5;5;5;23
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=100;5;5;5;22
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain;count=1000;5;5;5;21
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ParameterizedMessageInliningBenchmark.format;;5;5;5;20
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=8,work=100;5;5;5;19
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableConvert;count=100;5;5;5;17
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=32,work=1;5;5;5;16
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=1;5;5;5;16
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingLast;times=1;5;5;5;15
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=1;5;5;5;15
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.flowableBlockingLast;;5;5;5;14
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.observableBlockingFirst;;5;5;5;14
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1,maxConcurrency=32;5;5;5;14
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlattenAsObservable;times=1;5;5;5;13
ReactiveX/RxJava;;io.reactivex.FlatMapJustPerf.flowable;times=100000;5;5;5;12
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.observableInner;times=1;5;5;5;12
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.log4jParentMarker;;5;5;5;11
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.getValueArrayContextData;count=500,length=20;5;5;5;11
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000,count=10000,parallelism=4;5;5;5;11
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=1;5;5;5;11
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.appenderNoop;;5;5;5;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableD;;5;5;5;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMC;;5;5;5;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.SortedArrayVsHashMapBenchmark.putAllArrayContextData;count=5,length=20;5;5;5;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadLocalVsPoolBenchmark._stringThreadLocal;;5;5;5;10
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHideObservable;times=1000000;5;5;5;10
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapCompletableAsFlow0;times=1;5;5;5;10
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=10;5;5;5;10
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableConvert;count=1;5;5;5;10
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observablePlain;count=10;5;5;5;10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MemoryHandlerJULBenchmark.throughput5Params;;5;5;5;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArrayMDEx;;5;5;5;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMD;;5;5;5;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=CopyOpenHash;5;5;5;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=50,threadContextMapAlias=NoGcSortedArray;5;5;5;9
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=32,work=10;5;5;5;9
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000,maxConcurrency=128,work=1;5;5;5;9
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybe0;times=10;5;5;5;9
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow0;times=1;5;5;5;9
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=10;5;5;5;9
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=100;5;5;5;9
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=10;5;5;5;9
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=1;5;5;5;9
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated;count=10;5;5;5;9
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableDedicated;count=10;5;5;5;9
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet1Element;;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Exception;;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.serializableMCD;;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.cachedThrdLocalSimpleDateFmt;;5;5;5;8
ReactiveX/RxJava;;io.reactivex.BlockingGetPerf.completable;;5;5;5;8
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=128,work=1;5;5;5;8
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100,maxConcurrency=256,work=100;5;5;5;8
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10,maxConcurrency=8;5;5;5;8
ReactiveX/RxJava;;io.reactivex.RxVsStreamPerf.rangeFlatMap;times=1;5;5;5;8
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=1,cpu=100;5;5;5;8
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapMaybe1;times=1000000;5;5;5;8
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=1;5;5;5;8
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=10;5;5;5;8
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.cachedClock;;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemCurrentTimeMillis;;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputH2Message;;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.Log4j2AppenderComparisonBenchmark.end2endNoop;;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.MarkerFilterBenchmark.logbackTooFine;;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.NanotimeBenchmark.latency_nanotime;;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.StringEncodingBenchmark.usAsciiStringGetBytesString;;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=CopyOpenHash;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithoutProperties;count=5,threadContextMapAlias=CopyOpenHash;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.injectWithProperties;count=500,threadContextMapAlias=NoGcSortedArray;5;5;5;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000;5;5;5;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHideObservable;times=1000000;5;5;5;7
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapPublisher;times=1000;5;5;5;7
ReactiveX/RxJava;;io.reactivex.BlockingPerf.flowableBlockingFirst;times=1000000;5;5;5;7
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1,maxConcurrency=32;5;5;5;7
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100,maxConcurrency=128;5;5;5;7
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.observable;times=1000;5;5;5;7
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=1000000;5;5;5;7
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=1;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=10;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapCompletablePerf.flowableDedicated;count=100;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=1;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=100;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=1;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=10;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableDedicated;count=10;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated;count=1000;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableDedicated;count=10000;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observablePlain;count=100;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableDedicated;count=100;5;5;5;7
ReactiveX/RxJava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated;count=100;5;5;5;7
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.annotationPresent;;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.JpaAppenderBenchmark.testThroughputHSQLDBMessage;;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.LoggerConfigBenchmark.logWithoutCountersOrLocks;;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.PatternLayoutBenchmark.byteArraySpace;;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ReflectionBenchmark.test09_getMessageUsingNew;;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.get;count=50,threadContextMapAlias=NoGcOpenHash;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=5,threadContextMapAlias=NoGcOpenHash;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadContextBenchmark.putAndRemove;count=50,threadContextMapAlias=NoGcSortedArray;5;5;5;6
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ThreadsafeDateFormatBenchmark.atomicFastFormat;;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsPublisher;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.observable;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.FlattenJustPerf.observable;times=100000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.FlattenRangePerf.flowable;times=10;5;5;5;6
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000,maxConcurrency=256,work=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10,maxConcurrency=1;5;5;5;6
ReactiveX/RxJava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100,maxConcurrency=256;5;5;5;6
ReactiveX/RxJava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.OperatorMergePerf.mergeNSyncStreamsOf1;size=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=100,count=10000,parallelism=1;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=1,cpu=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=10,cpu=100;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=10,cpu=10000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=100,cpu=1;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=100,cpu=10;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=100,cpu=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=10000,cpu=10000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=1000000,cpu=100;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.external;count=1000000,cpu=10000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=1,cpu=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.StrictPerf.internal;count=100000,cpu=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.ToFlowablePerf.flowable;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=1000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=10000;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1;times=10;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=100;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0;times=10;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=1;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapIterableAsObs1;times=10;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=1;5;5;5;6
ReactiveX/RxJava;;io.reactivex.XMapYPerf.obsFlatMapObservable0;times=100000;5;5;5;6
