project;commit;benchmark;params;i5;i6;i7;i8;i9;i10
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput7Params;;0.077232541;0.06608342;0.04385412;0.044265291;0.03497808;0.027314223
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput8Params;;0.039973349;0.030445343;0.027211554;0.031543144;0.030730698;0.003175992
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput9Params;;0.005106999;0.004027297;0.014298685;0.009567028;0.006061161;0.008643099
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughputSimple;;0.055705709;0.070311605;0.052690507;0.049877798;0.052657334;0.048634378
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.AsyncLoggersLocationBenchmark.throughputSimple;;0.114197738;0.130896103;0.147449952;0.18831009;0.046464624;0.031048999
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.baseline;;0.035518284;0.018812454;0.04770635;0.031991056;0.040348868;0.044615307
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.cachedClock;;0.536707834;0.449655876;0.442059213;0.131541616;0.086058975;0.081362039
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.coarseCachedClock;;0.026830204;0.037795293;0.025940852;0.023701556;0.0210112;0.035206506
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedClock;;0.050451727;0.045463884;0.052796458;0.052001631;0.034061646;0.039770792
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedFinalClock;;0.657579542;0.889292454;0.889285233;0.704712912;0.134713503;0.148931515
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock;;0.02623694;0.016793096;0.013969476;0.009755006;0.015590231;0.013682877
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemClock;;0.019797298;0.011290585;0.010331134;0.00992555;0.009076131;0.009644167
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemCurrentTimeMillis;;0.047856407;0.423161089;0.426990364;0.327377344;0.234758782;0.345703364
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList1Element;;0.019600647;0.021162609;0.013273366;0.007162671;0.009529519;0.004865862
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList3Element;;0.050330652;0.051701927;0.052133415;0.085618469;0.046533239;0.02403923
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet1Element;;0.227005677;0.183330772;0.177395209;0.223008419;0.127240591;0.087920609
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet3Element;;0.11514134;0.104836873;0.09581413;0.088470212;0.014992259;0.024769223
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap1Element;;0.115916148;0.063807709;0.112351911;0.063528557;0.059571086;0.038187897
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap3Elements;;0.168211953;0.145203915;0.081022253;0.125183079;0.113481308;0.103229649
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.testBaseline;;0.005142711;0.002398442;0.009802261;0.01350482;0.014077274;0.019775907
