project;commit;benchmark;params;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput7Params;;0.9886835;0.979517473;0.981288734;0.993214035;0.991605857;0.992791916;0.982532648;0.991317022;0.995003404;0.990421791;0.993589851;0.99237093;0.990275462;0.990093025;0.990916026;0.989649282;0.994165884;0.995600993;0.990525243;0.992582696;0.990413821;0.988803033;0.991335968;0.998092401;0.994106328;0.987883492;0.98136942;0.994381668;0.997696185;0.99313686;0.988504735;0.994664161;0.992998892;0.994473154;0.996808967;0.998705566;0.995720901;0.991535177;0.993734146;0.994487701;0.99578047;0.995986706;0.996515454;0.996822236;0.994773299;0.994293774;0.994670125;0.998486933;0.994110304;0.994847465;0.998171433;0.983170338;0.990832088;0.997990134;0.993426841;0.997883501;0.994847732;0.994477818;0.993172747;0.99748099;0.991748692;0.991646339;0.99096816;0.995804071;0.989358034;0.994441214;0.995561223;0.998022722;0.995444367;0.990183713;0.991663415;0.995845796;0.985488612;0.984577207;0.992689088;0.994877511;0.997312032;0.9963821;0.991886675;0.996363464;0.998505653;0.995831094;0.995068566;0.995628556;0.991283889;0.99404588;0.996130892;0.990486409;0.994602567;0.99468812;0.993506818;0.99433286;0.996777253;0.996321013;0.994458606;0.996764875;0.995236134;0.993572701;0.985241891
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput8Params;;0.865986112;0.978064624;0.985637043;0.98529948;0.989090251;0.987721703;0.995964805;0.992844796;0.993159218;0.995714175;0.990192198;0.993606696;0.996255929;0.988526144;0.994289478;0.987618899;0.987300193;0.995675012;0.991505017;0.996776885;0.99340363;0.995028022;0.987265238;0.990840413;0.994272905;0.996434921;0.997095293;0.993977986;0.997803338;0.993129777;0.992544597;0.995189116;0.99550147;0.988943359;0.989432444;0.99784555;0.995686362;0.997177166;0.995920649;0.991980113;0.991576908;0.992334616;0.994887713;0.993202835;0.996119842;0.9939579;0.991897306;0.990101736;0.993330585;0.992376068;0.998488024;0.991589217;0.992673735;0.993179275;0.993685462;0.990658905;0.991774715;0.993583788;0.991459594;0.991952029;0.9924995;0.987692624;0.992567802;0.993833729;0.991168111;0.992680001;0.99247204;0.995399594;0.992773552;0.985556976;0.991527085;0.995389004;0.994128726;0.996832325;0.993982233;0.991915358;0.994490468;0.995747926;0.995582946;0.995562261;0.99572937;0.990444227;0.994541995;0.996212224;0.98565778;0.993044084;0.994437357;0.988002308;0.994971373;0.989357747;0.993986328;0.995469032;0.994873463;0.993373565;0.992371204;0.992657838;0.993375884;0.994630002;0.997373301
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughput9Params;;0.947342459;0.975994823;0.988251004;0.98607196;0.996583959;0.996009943;0.997215572;0.996643168;0.978730111;0.994748588;0.997117702;0.99572254;0.997435932;0.99148603;0.991479308;0.993030344;0.994762609;0.99529247;0.989009783;0.985554935;0.994864899;0.99596372;0.995948539;0.998908549;0.996223461;0.99129354;0.99151356;0.994647587;0.994252962;0.994871827;0.995321422;0.994022272;0.99110577;0.998140315;0.996648705;0.989472812;0.992432979;0.995601551;0.991504534;0.965768103;0.990643764;0.994243481;0.99494213;0.993647471;0.991519454;0.997867383;0.995714028;0.993512601;0.994446147;0.993127561;0.995014622;0.991886941;0.994654469;0.992294454;0.995616226;0.985663068;0.997335846;0.998156185;0.993676671;0.985519931;0.990562159;0.991084914;0.992377233;0.996669448;0.988958671;0.994760147;0.995813852;0.994098023;0.99285643;0.991095854;0.991444188;0.996351887;0.993194137;0.989568416;0.994762992;0.994058454;0.993253432;0.997563311;0.995945913;0.99461558;0.993222192;0.992684376;0.992045404;0.989569521;0.994717277;0.991380645;0.998588175;0.992845683;0.991645949;0.996057163;0.989684635;0.996634767;0.996618889;0.998889489;0.997652041;0.995569298;0.987274082;0.995842026;0.993209776
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersBenchmark.throughputSimple;;0.980709342;0.993444982;0.996778193;0.993085202;0.986635269;0.990933901;0.992457538;0.99287506;0.9923399;0.991577077;0.998047906;0.993572245;0.996541647;0.995764224;0.991374717;0.994329963;0.992431918;0.986063359;0.99583719;0.994232714;0.9950193;0.996018168;0.996853242;0.992550689;0.989048649;0.992331395;0.996558045;0.992657944;0.99585265;0.989394666;0.99254397;0.996710858;0.994435737;0.992587119;0.994395433;0.993876353;0.995363124;0.995221467;0.979733358;0.979119204;0.987384177;0.993095772;0.989917618;0.99669152;0.994130353;0.99795023;0.993203709;0.992734135;0.996264346;0.997305314;0.995060081;0.998624662;0.991594495;0.999026739;0.989548332;0.986898224;0.989318135;0.987381121;0.987999056;0.991242577;0.99575568;0.994884341;0.99364411;0.994821546;0.994170466;0.99173638;0.992189033;0.994338442;0.997600762;0.994891446;0.991856559;0.993517397;0.995766006;0.993600389;0.995101201;0.993685695;0.992647378;0.990441882;0.993472642;0.99510462;0.991150696;0.988565748;0.996301734;0.994741931;0.989328662;0.992041848;0.99242077;0.995873514;0.993761672;0.995268308;0.99694568;0.996130799;0.991586976;0.991382031;0.995879277;0.991580689;0.993507992;0.997411546;0.993206274
;;org.apache.logging.log4j.perf.jmh.AsyncLoggersLocationBenchmark.throughputSimple;;0.452981373;0.955529641;0.963040411;0.980286574;0.986369698;0.988090765;0.997070738;0.988512485;0.986914459;0.99941943;0.996444303;0.991570093;0.994961786;0.976739921;0.993724409;0.989958733;0.98905323;0.993860288;0.996042244;0.992815885;0.991067149;0.990999873;0.990884387;0.994234993;0.993872735;0.993163075;0.991121331;0.989959531;0.981827223;0.990633568;0.993385793;0.99344179;0.996234762;0.997147673;0.996336582;0.994952131;0.993989297;0.995040493;0.9835746;0.990840748;0.997941342;0.990109383;0.990721949;0.99175425;0.995910965;0.994650163;0.997491284;0.992910258;0.995811019;0.997847134;0.997566724;0.992938902;0.997333701;0.985482381;0.990180178;0.98996292;0.992556573;0.990509599;0.988155856;0.990833557;0.996746108;0.993954349;0.994366367;0.993108439;0.977478629;0.988212069;0.995521555;0.993862193;0.991808751;0.995850325;0.987798956;0.993763057;0.994581647;0.994697585;0.994313188;0.994350862;0.997044437;0.990567507;0.9940641;0.99612296;0.994754844;0.99372127;0.987775502;0.998263992;0.994287832;0.997587241;0.996097897;0.996219315;0.994565272;0.993524854;0.996776942;0.992084377;0.994241971;0.992156681;0.987460421;0.990650666;0.989237796;0.987413192;0.990709095
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.baseline;;0.318272055;0.676616231;0.949250962;0.951214755;0.991527562;0.954362861;0.9926751;0.987999949;0.997587848;0.996064218;0.987904187;0.995964563;0.998099342;0.996718576;0.976228161;0.992562723;0.99295903;0.964522049;0.998290434;0.673108945;0.798688102;0.9653413;0.657182212;0.823928372;0.840666153;0.998290352;0.999010041;0.999739958;0.687839071;0.696419311;0.999583464;0.997962736;0.999615285;0.99719424;0.999109799;0.998934079;0.994142754;0.997252885;0.997055295;0.999536582;0.995920044;0.996461603;0.99529725;0.992306841;0.991697148;0.998383401;0.998345075;0.997129957;0.994576613;0.99662785;0.996337463;0.996172412;0.994560787;0.996632675;0.987427407;0.650156281;0.648473883;0.997720729;0.996447479;0.999130674;0.997355429;0.9997784;0.998846295;0.998890207;0.998098453;0.999360443;0.999877117;0.998990487;0.997902096;0.991230603;0.99064611;0.998147943;0.995351931;0.999217569;0.998303359;0.990216101;0.999154528;0.99805063;0.996179144;0.993122448;0.998334395;0.99784278;0.9960297;0.997417419;0.992143038;0.998526574;0.999462656;0.994876048;0.991872978;0.996855254;0.998506009;0.998969556;0.999266139;0.997765254;0.996528822;0.995488877;0.995268578;0.989147315;0.996265322
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.cachedClock;;0.973165631;0.650766512;0.899019283;0.988926741;0.691053566;0.986009082;0.990016708;0.997163258;0.993424815;NaN;NaN;NaN;NaN;0.996578535;0.996349123;0.995772094;0.99538796;0.998837034;0.996864031;0.997582989;0.996187053;0.999145522;0.994136156;0.993101598;0.997839578;0.999432467;0.99596229;0.996913563;NaN;NaN;0.996520921;0.994591416;0.998868627;0.994016704;0.995927793;0.99694521;0.996790798;0.996963896;0.99757129;0.998472486;0.993341324;0.998363054;0.996711841;0.998106153;0.996911094;0.999149897;0.990621541;0.985098697;0.996591611;0.997783001;0.999109795;0.998780128;0.994815777;0.995862531;0.997590719;0.994541769;0.995108307;0.999709201;0.995261507;0.998571581;0.996156824;0.998514571;0.998492112;0.995419803;0.998100973;0.997699793;0.995466515;0.993031361;0.993016002;0.999676867;0.998582511;0.999056118;0.99242423;0.991868941;0.99610001;0.999360878;0.996853164;0.993795598;0.997680926;0.991538741;0.998289814;0.996420513;0.999318324;0.997776345;0.999130386;0.998708602;0.995728469;0.990778718;0.996254979;0.999362923;0.997085943;0.991672673;0.99188039;0.996525562;0.997997525;0.996700208;0.995229812;0.998248423;0.997327624
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.coarseCachedClock;;0.950385754;0.263938511;0.947957483;0.922687665;0.986186401;0.695788935;0.995503689;0.99550922;0.994912703;0.99083341;0.99703864;0.998774608;0.987039103;0.996564727;0.991860912;0.997335837;0.997992334;0.999538152;0.996341421;0.994985589;0.997760547;NaN;NaN;NaN;NaN;0.709770353;0.701319648;0.999383419;0.996323772;NaN;NaN;0.997176895;0.991375881;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.709668867;NaN;NaN;NaN;NaN;0.995114717;0.998229992;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.992866884;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.995775346;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedClock;;0.99908804;0.376071526;0.943088181;0.937784917;0.989813896;0.70049235;0.987779417;0.989804888;0.999695846;0.998902101;0.998338771;0.998930656;0.998337577;0.998561672;0.997971258;0.999681541;0.997374882;0.988050332;0.987272472;0.999315498;0.999832177;0.999004778;0.998310817;0.998431371;0.995397977;NaN;NaN;0.997418599;0.705123581;0.714571193;NaN;NaN;0.992736041;0.999134732;0.998129569;NaN;NaN;NaN;NaN;NaN;0.995478876;0.992574554;NaN;NaN;NaN;NaN;NaN;NaN;0.987774951;NaN;NaN;NaN;NaN;0.999493432;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.99300549;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.997036534;NaN;NaN;NaN;NaN;NaN;0.99702993;0.9992484;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.fixedFinalClock;;NaN;NaN;NaN;0.904518037;0.970164085;0.989285271;0.983526827;0.985414233;0.989450896;0.987512103;0.586027733;0.994751288;0.981527396;0.991947804;0.994608205;0.997640305;0.993013741;0.996811081;0.997597408;0.992871293;0.991652968;0.702162056;0.704528213;0.998812672;0.996690731;0.997679804;0.996360999;0.989899065;0.995342239;0.987746261;0.988232873;0.993781996;0.998486295;0.997399177;0.973042901;0.994583632;0.993589803;0.995061208;0.991451876;0.977699138;0.989108712;0.988038507;0.996980972;0.993848521;0.9984244;0.9985079;NaN;NaN;0.991489044;0.997791093;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.999755902;0.702298865;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.997405832;0.999246389;NaN
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.oldCachedClock;;0.730981782;0.77051036;0.759849641;0.988977818;0.979536208;0.962301458;0.998719711;0.995749642;0.995511872;0.994856891;0.995089824;0.992770179;0.998088943;0.992350391;0.998169903;0.99833593;0.996262839;0.995390731;0.995107444;0.995536241;0.994501302;0.994657138;0.996937647;0.996983164;0.993888043;0.989276528;0.998305247;0.996868501;0.997120144;0.998711202;0.996377857;0.993792439;0.990856045;0.992619742;0.997761701;0.997137122;0.997884279;0.99805132;0.99834166;0.99739532;0.992337865;0.936429398;0.942107031;0.995336255;0.99055234;0.994612633;0.994368531;0.997572886;0.996167372;0.987191537;0.984498911;0.986434286;0.998565954;0.969588288;0.968319837;0.998629566;0.996131816;0.992145568;0.997242156;0.996843573;0.995667053;0.894521831;0.890918614;0.985854972;0.992263134;0.997624945;0.996190289;0.993731268;0.899153576;0.962183129;0.967630855;0.904132639;0.995432864;0.984913276;0.990530686;0.988945498;0.939406751;0.971413626;0.875836694;0.969649459;0.967354242;0.815630849;0.800609294;0.992034183;0.984799413;0.99034651;0.759524547;0.768020448;0.991719053;0.990695529;0.996783117;0.998416651;0.925238923;0.953937533;0.923373349;0.980048764;0.95563898;0.968582601;0.987527881
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemClock;;0.756554983;0.98730483;0.905414113;0.464940185;0.947990114;0.994455643;0.985432197;0.918541525;0.995428292;0.978405392;0.998450076;0.995514605;0.99748612;0.644547677;0.644470006;0.997300037;0.626927663;0.983688798;0.981674288;0.991060473;0.998643152;0.999658463;0.996477665;0.998573318;0.998694715;0.998330495;0.99470524;0.99635651;0.999850971;0.994932692;0.998358013;0.988060282;0.98286527;0.995367476;0.999824728;0.996217268;0.991713992;0.996456423;0.995428019;0.991651769;0.994109994;0.997559507;0.994817612;0.999316813;0.995115365;0.994436905;0.998765285;0.997385758;0.997063038;0.992115021;0.998465967;0.99483515;0.997588126;0.999740522;0.997210959;0.994296812;0.994413515;0.999405714;0.996546714;0.998277716;0.998307013;0.995355108;0.994222933;0.991537795;0.989174616;0.995231146;0.993331565;NaN;NaN;0.999557121;0.997199955;0.990929003;0.997636573;0.999722733;0.985354423;0.994826412;0.998370653;0.998625767;0.999613023;NaN;NaN;0.997418781;0.993919873;0.994157293;0.998198169;0.999082103;0.996512714;0.987622147;0.991023535;0.992243712;0.999176908;0.999834449;0.999313048;0.995861499;0.999413656;0.995238957;0.995745427;0.999543759;0.994626391
;;org.apache.logging.log4j.perf.jmh.ClocksBenchmark.systemCurrentTimeMillis;;NaN;0.314146032;0.886865263;0.983682832;0.977443267;0.708699938;0.994269219;0.979322514;0.997291199;0.995333398;0.999159707;0.997342372;0.998195337;0.998198547;0.994171248;0.999799699;0.704321515;0.983932263;0.996827207;0.698293832;0.999020419;0.997315662;0.998442239;0.993975462;0.995799251;0.697537101;0.700133059;0.704399567;0.943385757;0.862896006;0.999279762;0.687871455;0.993284471;0.988692298;0.704926248;0.694655954;0.695777791;0.700573766;0.993086946;0.994925887;0.682180931;0.998151288;0.680493214;0.993654168;0.993345572;0.667246876;0.675496102;0.993286511;0.808959905;0.966302284;0.943585503;0.85303916;0.991483106;0.740265208;0.997792847;0.67750035;0.995087249;0.996636869;0.993182493;0.982960041;0.966879375;0.995046635;0.680618624;0.679942992;0.992905334;0.993314196;0.689460898;0.689581583;0.986349402;0.673860434;0.998437673;0.995139476;0.693466798;0.692458095;0.998966891;0.996921405;0.692129215;0.993259228;0.72430325;0.730446556;0.759087909;0.998049987;0.998318571;0.997476775;0.683257537;0.993902337;0.991124367;0.687685122;0.690882808;0.992724949;0.992561986;0.68265909;0.684229691;0.996803043;0.997344768;0.994465925;0.993834043;0.994324772;0.937276945
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList1Element;;0.44083236;0.693290645;0.376546963;0.932477673;0.959342562;0.994914084;0.957353528;0.987213175;0.926851618;0.929166597;0.9255868;0.997350114;0.993870159;0.989352667;0.99701478;0.993851019;0.982302851;0.998157251;0.642747692;0.998766921;0.995924572;0.993522659;0.995852222;0.995619472;0.99782558;0.997897631;0.99975266;0.999835915;0.998926251;0.99932763;0.99788275;0.998249828;0.997668149;0.997996348;0.988627023;0.999572297;0.995668379;0.999976715;0.998009949;0.992258379;0.995338388;0.993615175;0.998832449;0.995273796;0.997723522;0.993574978;0.996985166;0.999118635;0.999811645;0.999714067;0.998825217;0.999924238;0.999523153;0.998971773;0.996523829;0.993536475;0.99877165;0.998166814;0.999978674;0.996495007;0.990335717;0.998811296;0.986104084;0.988410618;0.999092518;0.999197615;0.999334971;0.999413979;0.996225646;0.992201584;0.997260094;0.997913931;0.998651833;0.996591599;0.995739535;0.993218787;0.997042562;0.999755161;0.998050762;0.998472104;0.999730009;0.997980871;0.999255283;0.997614384;0.996797891;0.999961801;0.993297636;0.993694645;0.998702668;0.991285438;0.995557086;0.996845822;0.999643567;0.995502617;0.999700696;0.995448061;0.998509784;0.999037046;0.991937502
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArrayList3Element;;NaN;0.965630853;0.930768872;0.703033289;0.979597126;0.711761538;0.989050771;0.980345103;0.995089521;0.995246605;0.995964359;0.991477383;0.99071835;0.998088075;0.999078905;0.996697962;0.996715617;0.99944059;0.998738926;0.998492605;0.99634303;0.681975536;0.676285101;0.994643707;0.687011791;0.916692282;0.985389232;0.877117738;0.701373103;0.993687108;0.999064512;0.696274557;0.997876367;0.997277271;0.684212111;0.675395183;0.70020058;0.697864012;0.998322313;0.681179349;0.681258732;0.998291833;0.681233831;0.672461334;0.692768748;0.935186392;0.870061452;0.924871192;0.92035648;0.999126308;0.990071561;0.848710983;0.877691965;0.99557992;0.997267411;0.814922449;0.958028118;0.934218194;0.996667068;0.997160358;0.997760007;0.996536454;0.995969169;0.997346623;0.677683991;0.995736821;0.899216293;0.911979147;0.949288144;0.958912153;0.69716;0.992134086;0.844727552;0.941042092;0.993890612;0.97647451;0.988512838;0.994744957;0.99238978;0.811037044;0.8126923;0.996911894;0.996964735;0.677295142;0.997807713;0.697472751;0.993957239;0.650406928;0.651060692;0.81393376;0.815561213;0.995544762;0.858394446;0.987023279;0.965727366;0.68034142;0.997742456;0.999122613;0.991835538
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet1Element;;0.437143072;0.968082759;0.364347209;0.957767088;0.982235286;0.981604833;0.988063742;0.991037279;0.991397563;0.998778077;0.995441972;0.992923893;0.998227149;0.994140836;0.966449765;0.653947743;0.654975355;0.652822042;0.991898383;0.996061487;0.646866017;0.650157815;0.994200808;0.991888585;0.999901593;0.993628537;0.995603266;0.998017389;0.999413602;0.998349887;0.995055511;0.996650293;0.999895724;0.99832074;0.99623393;0.98624692;0.993533711;0.998188025;0.996226444;0.996434188;0.994526248;0.999689058;0.997205333;0.997837888;0.99634655;0.995635659;0.997329922;0.993124138;0.995929262;0.999937069;0.994155332;0.995981013;0.98307028;0.986536146;0.994925147;0.99292028;0.991079302;0.999223573;0.998774098;0.999807931;0.99872006;0.9933756;0.997216013;0.996526345;0.995585443;0.995158147;0.999903287;0.993194116;0.998690315;0.992527748;0.996488519;0.999686864;0.995897323;0.999280933;0.993749023;0.998590324;0.999375595;0.996923588;0.997322184;0.996218312;0.997461627;0.989858559;0.993991164;0.996682311;0.993031862;0.999919133;0.997566457;0.9935395;0.99668149;0.999089382;0.995940484;0.999719508;0.999239638;0.996645613;0.994691883;0.991186784;0.989128678;0.994972016;0.998796937
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterArraySet3Element;;NaN;0.93054018;0.658222056;0.967800939;0.996592717;0.998321569;0.9915351;0.998207022;0.998944938;0.991862789;0.998762275;0.996416168;0.99453691;0.99171705;0.999662822;0.998189853;0.997689837;0.999265389;0.962353095;0.958319719;0.993492145;0.992160212;0.993441239;0.998094762;0.999145614;0.998364705;0.997108183;0.99654822;0.899187691;0.901697168;0.999075807;0.991185704;0.992677637;0.990527709;0.996007695;0.999424632;0.99283391;0.998509891;0.970247811;0.971595351;0.996299747;0.993755374;0.996851394;0.997313531;0.994395169;0.997615211;0.997175385;0.986735871;0.994724639;0.996677356;0.997250681;0.998758816;0.998895518;0.991018038;0.988258608;0.997173228;0.996562084;0.881362931;0.879835408;0.994571288;0.999296224;0.994916631;0.994099238;0.959704253;0.955987992;0.994211586;0.998186903;0.998307365;0.999229641;0.998604004;0.992685804;0.99645159;0.991511177;0.999405053;0.996792827;0.995183615;0.996668835;0.987605417;0.994473298;0.999765439;0.998497824;0.998559407;0.994352421;0.998344154;0.99927899;0.97242451;0.97200809;0.999235403;0.982769116;0.987316215;0.995623877;0.997090624;0.998204997;0.991972597;0.987106761;0.860115812;0.860585567;0.994406302;0.998561407
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap1Element;;0.963748354;0.10776544;0.96441376;0.954466829;0.996319796;0.980630352;0.994539275;0.995283698;0.995550258;0.99537863;0.996108186;0.988023881;0.971604414;0.979364045;0.87203045;0.94371856;0.964294513;0.969478777;0.993842201;0.793702986;0.927892441;0.767729483;0.949661231;0.678161491;0.996636805;0.992265557;0.983416996;0.980868656;0.97082184;0.990252795;0.993213622;0.994523783;0.99269819;0.994705204;0.99749757;0.997570343;0.995071661;0.987845052;0.987647961;0.989248182;0.989946683;0.985675389;0.997397591;0.992686801;0.99706983;0.994683962;0.997811656;0.997780535;0.987664395;0.987429651;0.994840636;0.998651674;0.996088788;0.996709961;0.994488579;0.995562472;0.994291187;0.998023442;0.981609759;0.990543033;0.991137087;0.992112412;0.992405545;0.992795166;0.991348714;0.996654372;0.989224219;0.996076753;0.993255884;0.99308993;0.997424911;0.978205728;0.993509166;0.992903957;0.99520764;0.995576511;0.997378349;0.997674375;0.994496267;0.989516273;0.993934356;0.99175116;0.992433861;0.988585763;0.991292152;0.99174779;0.991972749;0.993311719;0.995859386;0.995532109;0.995415242;0.99528434;0.995685123;0.987747731;0.99104975;0.995602263;0.99573471;0.992742721;0.992216466
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.iterMap3Elements;;0.866905842;0.980751422;0.959147192;0.982021268;0.992731595;0.932478413;0.993848911;0.94569694;0.990950367;0.893665943;0.995436636;0.982342899;0.990408916;0.984242756;0.995924436;0.988511744;0.987906645;0.993811932;0.990426012;0.995055248;0.996734959;0.976110728;0.974737122;0.964703213;0.987131176;0.9799004;0.966170518;0.96701636;0.996084399;0.9878558;0.995294457;0.957711189;0.992604333;0.993644591;0.990043613;0.947821679;0.95582498;0.994166343;0.982228496;0.994362751;0.996510501;0.995338419;0.994176634;0.996450816;0.996606978;0.996213479;0.995785437;0.989613556;0.97584891;0.995639157;0.996250887;0.994531168;0.983383413;0.992633011;0.992534746;0.996361388;0.998388377;0.996273923;0.998078745;0.995632416;0.994558787;0.997028436;0.989638752;0.994772774;0.990784218;0.988136221;0.991982206;0.992387754;0.99399405;0.993928534;0.99564371;0.99231619;0.986981126;0.978348713;0.989189446;0.985566069;0.987906277;0.992928914;0.98928489;0.988371908;0.993475512;0.995597734;0.992795505;0.9904589;0.965153069;0.987483787;0.994870313;0.989057956;0.98372965;0.992018254;0.994320579;0.997540156;0.993894439;0.991266902;0.99073966;0.991789122;0.997566872;0.990912011;0.985190359
;;org.apache.logging.log4j.perf.jmh.CollectionsBenchmark.testBaseline;;0.507227162;0.788359592;0.955449607;0.673914953;0.980379002;0.990903487;0.99288185;0.988100041;0.998325587;0.694968871;0.69300499;0.698417038;0.995677478;0.990742048;0.993454368;0.995968513;0.997639332;0.996581205;0.988423113;0.9970401;0.997137415;0.999400491;0.998124053;0.990558959;0.993382391;0.999554134;0.999771636;0.998553022;0.998922891;0.992258237;0.981196936;0.991327458;0.999702224;0.999598652;0.998229149;0.997769242;0.681626795;0.696650389;0.69466687;0.69226844;0.999640046;0.990203111;0.993828848;0.997317437;0.955986515;0.950232685;0.766294712;0.781821858;0.996630078;0.999109983;0.693309115;0.680147742;0.994237458;0.998349539;0.6953047;0.693474588;0.990734185;0.988494399;0.990557217;0.992484768;0.990183356;0.989693146;0.938746305;0.941419473;0.998805309;0.990452528;0.992797491;0.927739359;0.937771403;0.999899099;0.999464511;0.999835623;0.706489631;0.694603577;0.999830053;0.999561389;0.999657966;0.995432514;0.80446373;0.799191654;0.962698433;0.970712927;0.999162054;0.815130806;0.806475624;0.997604314;0.990732368;0.998422573;0.997047162;0.990548399;0.931961567;0.937693617;0.992605597;0.693830514;0.691308106;0.6920986;0.988515424;0.989152243;0.689415899
;;org.apache.logging.log4j.perf.jmh.ConcurrentAsyncLoggerToFileBenchmark.concurrentLoggingThreads;asyncLoggerType=ASYNC_CONFIG,queueFullPolicy=ENQUEUE;0.990021528;0.986201142;0.990926759;0.987274333;0.994827352;0.986790763;0.99682204;0.99378917;0.99699278;0.988545992;0.996773138;0.994427216;0.998848573;0.988497971;0.983312233;0.993489393;0.994064919;0.99864902;0.995831008;0.997881811;0.993148744;0.997526111;0.99824811;0.995779354;0.9971749;0.995585623;0.996497798;0.991736553;0.98691683;0.990466253;0.989591009;0.995853544;0.992071404;0.9969139;0.996755567;0.99612014;0.990950192;0.993860999;0.994368947;0.997620725;0.998330198;0.998387721;0.995452612;0.996785513;0.996251854;0.99261792;0.998795974;0.994656485;0.991096948;0.997178423;0.992915298;0.989241835;0.997505738;0.99843707;0.995666672;0.996529647;0.996514256;0.994391226;0.996180077;0.994441026;0.991375465;0.994444553;0.996468492;0.998177862;0.99367349;0.998091445;0.999031238;0.997809901;0.992785137;0.984802675;0.996900361;0.994448934;0.988631333;0.99687689;0.994578247;0.991136775;0.989638625;0.99284774;0.997532216;0.996592484;0.998992977;0.995630663;0.993672694;0.998210784;0.993410118;0.994140697;0.997370148;0.996698928;0.994835964;0.995242443;0.997749013;0.993868378;0.996870161;0.99620051;0.997410603;0.994837306;0.997567891;0.998108338;0.997933355
