project;commit;benchmark;params;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
;;org.apache.logging.log4j.perf.jmh.AbstractStringLayoutStringEncodingBenchmark.utf8GetBytes;;0.464857806;0.968491106;0.959394251;0.968766002;0.988738476;0.977044908;0.981474127;0.992794016;0.995317257;0.996080347;0.995226102;0.995233512;0.997025873;0.99873349;0.995898002;0.999627316;0.997713644;0.995185013;0.997651871;0.997702592;0.994243077;0.992205186;0.998981944;0.988675937;0.99882376;0.998093278;0.997062868;0.993070338;0.997357357;0.998255382;0.99264892;0.99678049;0.997209585;0.990827288;0.993777366;0.991990328;0.988117119;0.994798768;0.994081663;0.997252124;0.994649839;0.997561717;0.997387066;0.997953159;0.99637168;0.992293956;0.993634927;0.992436926;0.988150743;0.996151923;0.997398912;0.987716122;0.986611875;0.997031962;0.989379628;0.99675103;0.994693322;0.993623264;0.98404097;0.985828574;0.99374082;0.98874429;0.985788993;0.991737556;0.989515963;0.988920991;0.996786251;0.996934862;0.993778759;0.989349788;0.998323639;0.991841106;0.997479152;0.987406134;0.997166546;0.993209641;0.995808024;0.992000947;0.986197614;0.99635341;0.991139491;0.994504049;0.986998093;0.991632524;0.993926497;0.999345555;0.99592441;0.995724304;0.991636945;0.989990589;0.994960304;0.987997366;0.99739237;0.992036147;0.998296402;0.992431247;0.997064139;0.996206258;0.99880317
;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.annotationMissing;;0.548630764;0.626664634;0.277249233;0.905573045;0.976948079;0.986876257;0.974732897;0.985222811;0.991178922;0.992239017;0.995105868;0.946398825;0.995679846;0.999132975;0.987751334;0.995979116;0.997653539;0.991489718;0.997296426;0.996688878;0.995998237;0.994211206;0.988897721;0.994969292;0.993145355;0.996717559;0.998049089;0.997258281;0.991301193;0.995404001;0.991191077;0.996847727;0.997126717;0.99464383;0.996984511;0.995152185;0.991713832;0.990512488;0.99418908;0.986412608;0.990739974;0.993762329;0.996120148;0.991125425;0.996885464;0.985746794;0.984655412;0.953002091;0.968211364;0.988861427;0.973183934;0.977115537;0.994256076;0.993928208;0.996746888;0.994920558;0.989454346;0.999731451;0.9965978;0.988041414;0.994498846;0.994312994;0.986586607;0.993603984;0.994966821;0.994320242;0.957888269;0.955492651;0.993510329;0.917621687;0.920594633;0.994873322;0.984219805;0.681736896;0.670218043;0.994526948;0.99605554;0.998678037;0.936140023;0.917672815;0.973848815;0.975503667;0.994930223;0.99540507;0.653194655;0.651460633;0.98865186;0.993528976;0.983256712;0.996837339;0.993429433;0.994028966;0.986103986;0.661151359;0.999644417;0.654471371;0.650990251;0.660486724;0.994459525
;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.annotationPresent;;0.627895882;0.999348837;0.612680111;0.970244467;0.993821291;0.633964711;0.987245386;0.985431371;0.990248699;0.999328058;0.993430179;0.985683052;0.99572146;0.995274896;0.997735951;0.995749776;0.985108298;0.996541179;0.999282532;0.999925854;0.995217818;0.979490752;0.979757332;0.992838414;0.997690751;0.992465613;0.984962618;0.999368834;0.995856299;0.991954054;0.997310779;0.997153657;0.995188788;0.988651281;0.995340507;0.99850926;0.998833216;0.999227965;0.982076261;0.978684212;0.998265032;0.99710994;0.993930238;0.998770517;0.999296925;0.996978984;0.999632056;0.996366901;0.99667784;0.999667089;0.999552542;0.997306708;0.995761199;0.998147729;0.997052472;0.968174281;0.978663212;0.999237035;0.998737518;0.996513908;0.998691355;0.992705955;0.989890281;0.994599625;0.995417973;0.992664999;0.999004565;0.993336681;0.993825228;0.999664181;0.997999883;0.999835127;0.995554001;0.999791921;0.998968846;0.998835399;0.996867942;0.999544408;0.994923786;0.988427986;0.994631648;0.995456525;0.996974183;0.994831224;0.994136616;0.997827849;0.99828108;0.998950803;0.998397927;0.998916907;0.996869742;0.996036726;0.996968689;0.997471998;0.994656012;0.992267953;0.998259163;0.997564102;0.990025634
;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.interfaceImplemented;;0.294906874;0.549071659;0.304380101;0.904225709;0.968834624;0.987890914;0.946180142;0.998143365;0.995863536;0.695794348;0.697285374;0.694466994;0.996735872;0.991540317;0.996129844;0.999028516;0.995835832;0.9930207;0.992374757;0.999810179;0.997032789;0.996425421;0.996205954;0.998115987;0.99594664;0.998760907;0.998617714;0.998074443;0.998042384;0.995314298;0.995905342;0.997652185;0.993578632;0.99916881;0.996933662;0.990386452;0.996294556;0.999700505;0.999361;0.990243403;0.990365353;0.99916327;0.994645591;0.998810354;0.985508452;0.996488468;0.702415185;0.700759506;0.997749652;0.991071755;0.992698689;NaN;NaN;NaN;NaN;NaN;0.698429035;NaN;NaN;0.999191383;0.997252704;0.995698503;0.996055299;0.999335348;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.999702651;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.998971867;NaN;NaN;NaN;NaN;NaN
;;org.apache.logging.log4j.perf.jmh.AnnotationVsMarkerInterface.interfaceNotImpl;;NaN;NaN;0.947884069;0.695416135;0.992963181;0.991271421;0.992873511;0.995957857;0.996347341;0.992824659;0.998290827;0.994126718;0.98360864;0.997124115;0.99405276;0.993464075;0.999255286;0.995195115;0.998043936;0.99656618;0.996332019;0.999076594;0.994828956;0.996759386;0.99643065;0.9988199;0.997817473;0.995347202;0.997614758;0.999250311;0.993031334;0.985197253;0.997520489;0.994925034;0.981240228;0.996297578;0.996990463;0.995234363;0.9988103;0.997416783;0.9954157;0.997751148;0.990619947;0.994033774;0.994629452;0.996573953;0.993311568;0.998465452;0.996395038;0.995571918;0.999425972;0.998227662;0.998414986;0.998255713;0.998980621;0.994297314;0.998280088;0.999173772;0.998468811;0.994438758;0.998750253;0.993063112;0.992400718;0.995039538;0.99584894;NaN;NaN;NaN;NaN;0.994939665;0.996224364;0.994662374;NaN;NaN;NaN;NaN;0.985649673;0.9994916;0.996144038;0.998430591;0.998003171;0.995344334;0.997326622;0.999906405;NaN;NaN;0.993710157;0.989313142;0.995146016;0.99886222;0.998407507;NaN;NaN;0.997159916;0.997016158;0.995204264;0.997880276;0.99938337;0.993791599
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput10Params;;0.917338214;0.955034369;0.938325193;0.938867741;0.996737792;0.99052118;0.988954165;0.938233471;0.953744782;0.973936933;0.99821938;0.99958248;0.995597502;0.985213476;0.983622914;0.995170356;0.975398439;0.994991148;0.996021266;0.980770023;0.996641925;0.700952816;0.853888743;0.966402297;0.985798278;0.99290977;0.978056214;0.993154234;0.917246645;0.993091041;0.959695879;0.997265878;0.925923667;0.985868449;0.986370221;0.989374131;0.992309394;0.993417929;0.947629013;0.954555697;0.99786481;0.932339061;0.960382893;0.989793236;0.9335896;0.99558725;0.994902532;0.990258563;0.848190045;0.906281564;0.990336621;0.985332153;0.988533618;0.97979837;0.697957478;0.98131672;0.994430377;0.788548867;0.994545085;0.971050937;0.900968456;0.9541587;0.907803728;0.814805805;0.806389509;0.967154646;0.930594029;0.921531745;0.991036998;0.997538585;0.991523962;0.973431754;0.88033847;0.969243621;0.9932202;0.993861825;0.963164377;0.87670139;0.990826567;0.952294716;0.974791597;0.993557006;0.960450226;0.988325538;0.856414006;0.94798093;0.994047292;0.864417366;0.981822945;0.824054345;0.966504506;0.928825492;0.971586958;0.951892562;0.848800812;0.996150777;0.972695124;0.795184003;0.673780645
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput11Params;;0.993583441;0.994721743;0.959014674;0.997227858;0.975354997;0.996619289;0.991583763;0.990236028;0.985296197;0.994650266;0.996827487;0.992396787;0.995971094;0.987679763;0.992568841;0.99725593;0.995206536;0.981574318;0.994900848;0.990627843;0.989801105;0.996874561;0.992851811;0.994345633;0.994113501;0.989710686;0.998046042;0.977769423;0.974673977;0.992140472;0.984015055;0.990056315;0.997543027;0.973902118;0.988504305;0.998098771;0.988780176;0.972804802;0.965432925;0.983339285;0.994841058;0.996863134;0.998655381;0.976488602;0.98534432;0.991374897;0.989885253;0.887764451;0.950991646;0.99331657;0.986458916;0.996356233;0.997985061;0.997541923;0.94851424;0.9756484;0.995514549;0.984498735;0.996764012;0.998224481;0.998142261;0.99900942;0.996543451;0.994390437;0.997900403;0.997641512;0.99569964;0.9971958;0.988123097;0.994135819;0.978118819;0.977185965;0.990327819;0.982323171;0.991766955;0.965800353;0.978165845;0.995708704;0.994033526;0.995865297;0.997500589;0.995558924;0.991247014;0.990807278;0.998854723;0.997102294;0.997248198;0.997902769;0.992993443;0.998649738;0.996792466;0.920051881;0.960805285;0.9952647;0.997006026;0.990784123;0.985440025;0.997796681;0.986919315
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput1Param;;0.699954419;0.96429509;0.946750208;0.993148887;0.863031241;0.896323625;0.996021397;0.609119642;0.921091066;0.989871415;0.977635242;0.996466525;0.9828065;0.9911885;0.945831198;0.952537607;0.893884332;0.997321784;0.993558002;0.993614118;0.841315168;0.823710885;0.993363245;0.995099286;0.995772644;0.984576075;0.938406406;0.99221842;0.885993515;0.713502283;0.663647628;0.943647207;0.978355085;0.978702013;0.984997212;0.932456604;0.996841564;0.951984825;0.953447894;0.934812922;0.994998518;0.973475777;0.990665576;0.726320532;0.979739352;0.98755491;0.932112158;0.991943297;0.993091636;0.990488397;0.997810742;0.995118673;0.979879856;0.886964252;0.966327202;0.943932763;0.986531268;0.993232696;0.98143193;0.912982069;0.986807284;0.970502228;0.997591185;0.997088177;0.997744325;0.991926143;0.968143435;0.916153651;0.894032056;0.987193635;0.962169928;0.993522432;0.990771694;0.979584579;0.986509894;0.928110668;0.998720601;0.994428519;0.992041813;0.917033511;0.901209469;0.987716625;0.865461652;0.869686142;0.992958828;0.939267161;0.921596675;0.924111273;0.992087585;0.871315965;0.841413756;0.852877488;0.963349992;0.98523116;0.920730558;0.406743733;0.589319636;0.992838568;0.991305021
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput2Params;;0.968739203;0.992259547;0.626688397;0.980007785;0.993197937;0.977969869;0.842782872;0.961753854;0.99700816;0.998711956;0.991344605;0.985806064;0.996465172;0.996005208;0.981816377;0.99732551;0.996195201;0.986420974;0.997149523;0.998130363;0.984487779;0.996187264;0.997869455;0.995518534;0.979835864;0.982225382;0.9947372;0.98534569;0.985387401;0.991014485;0.995186209;0.925740638;0.920783834;0.990445394;0.988166011;0.975535806;0.980172388;0.996402405;0.994807317;0.989586813;0.991765976;0.99355098;0.927957802;0.993774869;0.938872194;0.949033561;0.997665738;0.993795411;0.941424943;0.991206839;0.987384753;0.952587917;0.985538605;0.937115871;0.995032372;0.985179699;0.982704082;0.94439155;0.986153969;0.982196529;0.993056467;0.991264456;0.996784505;0.962275087;0.961226449;0.99808646;0.994726605;0.995539461;0.997158737;0.997885073;0.997664523;0.983966521;0.978703387;0.932822568;0.953300922;0.954005359;0.997034585;0.977002267;0.946854258;0.992939321;0.963711799;0.970278881;0.864929817;0.869329632;0.969354749;0.942489916;0.994384264;0.824729865;0.938122233;0.979415648;0.898008035;0.995676189;0.992644372;0.981192124;0.909022859;0.986833013;0.967450629;0.945731916;0.986025998
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput3Params;;0.730931162;0.980368371;0.985097124;0.988368361;0.998484766;0.953229516;0.909233076;0.953216033;0.927095389;0.927822727;0.993333296;0.973124571;0.974108115;0.980856867;0.738596709;0.804670446;0.986216446;0.853456262;0.973758119;0.98779919;0.648588614;0.585177243;0.979840002;0.995447963;0.97862677;0.986199474;0.934162433;0.939582966;0.994409185;0.889912035;0.954423945;0.970213238;0.939290327;0.988286935;0.959547909;0.91715486;0.849528989;0.996167098;0.88975349;0.90981785;0.918672228;0.93219967;0.930165639;0.897052609;0.884480903;0.943900837;0.975925779;0.98658243;0.997446413;0.988322928;0.837896987;0.684612077;0.83123943;0.995670552;0.98527899;0.991385463;0.99116846;0.993801923;0.892136586;0.994264532;0.9892827;0.993150309;0.803474333;0.885280244;0.960530671;0.969635729;0.981591144;0.998010175;0.992624392;0.948652756;0.836150009;0.858178492;0.993625384;0.942656315;0.995327219;0.985228118;0.984616203;0.995608106;0.996991761;0.945419443;0.94772067;0.993769566;0.976774869;0.912147999;0.961687285;0.994687626;0.988197946;0.975877181;0.955675235;0.967546214;0.993542671;0.994360672;0.993901085;0.958723836;0.958591997;0.98640272;0.993880794;0.992506457;0.779073692
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput4Params;;0.922829562;0.953070054;0.989840564;0.975912215;0.994312645;0.970812104;0.996783204;0.977115615;0.98298534;0.992445361;0.998103774;0.997610644;0.956737692;0.996198257;0.991784742;0.994841295;0.996954342;0.996170589;0.996150085;0.986125315;0.989024877;0.997818643;0.991530594;0.990520996;0.947604631;0.94182054;0.962793927;0.923954929;0.937709225;0.934285262;0.895841427;0.922041052;0.963549271;0.956045947;0.992846243;0.994740616;0.934856953;0.983968071;0.978352401;0.978725621;0.982448579;0.968080798;0.995774443;0.996098585;0.947860534;0.978880892;0.990295437;0.982641854;0.992822006;0.980383759;0.991806258;0.993721943;0.994859016;0.950601529;0.905600995;0.988798877;0.977764388;0.907141066;0.92956759;0.952270283;0.987968779;0.783877268;0.773342837;0.980185663;0.995290025;0.971681288;0.951560651;0.959595691;0.974535714;0.971799958;0.986089699;0.997670179;0.995641133;0.992162331;0.854446741;0.815580647;0.993504018;0.979806572;0.993609735;0.998036701;0.991152614;0.995984503;0.998339534;0.987558982;0.991519746;0.998775504;0.997508613;0.978314303;0.981672808;0.973290318;0.719492913;0.763284224;0.997654727;0.975402644;0.904446406;0.833401133;0.992867445;0.990417849;0.992348669
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput5Params;;0.409853921;0.966503903;0.814782594;0.900327312;0.944754825;0.985800625;0.989524307;0.992436735;0.893380602;0.984151076;0.933779236;0.990427497;0.882496554;0.905465064;0.995475155;0.753065351;0.893738256;0.792750992;0.720708485;0.966664311;0.829742323;0.988608352;0.771830477;0.994967959;0.756719305;0.822990455;0.973247667;0.982569476;0.924931956;0.985829075;0.652196009;0.947509612;0.990835066;0.993310863;0.996960372;0.914152055;0.807182292;0.755169852;0.691246269;0.952606651;0.98185402;0.998178681;0.985665185;0.961467981;0.957931808;0.981678904;0.984327614;0.994703188;0.833210843;0.825372841;0.989902348;0.995163447;0.993120022;0.961757247;0.78552236;0.988886411;0.985646356;0.941728261;0.934162127;0.870663272;0.960262978;0.987200226;0.896319753;0.776304119;0.931375918;0.66038189;0.881074885;0.856870217;0.99818812;0.994898066;0.995664439;0.994866753;0.987707531;0.992352072;0.975958717;0.98345488;0.974536521;0.935223323;0.971843326;0.94399794;0.818499472;0.587012832;0.914212903;0.971503388;0.91396016;0.811950296;0.960914674;0.993148335;0.989153558;0.949200048;0.962749551;0.871734348;0.457401121;0.744713043;0.990890537;0.918321626;0.909033573;0.750190757;0.776420231
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput6Params;;0.938903518;0.993788872;0.997161033;0.993139772;0.989853918;0.980162012;0.876858965;0.920900283;0.992368532;0.975432492;0.83664819;0.931934249;0.895247824;0.880243657;0.991365337;0.98524159;0.888012553;0.987775262;0.989183521;0.964641954;0.947039724;0.996538857;0.971051554;0.946654739;0.824712359;0.646138035;0.529026521;0.639497346;0.874950243;0.924610846;0.996816772;0.953040223;0.966430267;0.983358122;0.799978722;0.8930589;0.811755062;0.796117501;0.961784174;0.938544483;0.979173748;0.844999426;0.888862016;0.941055125;0.893664898;0.6758561;0.768860664;0.983528149;0.953735565;0.979978329;0.987959063;0.942666266;0.563855429;0.74298985;0.989537717;0.960856562;0.967222232;0.98997532;0.936487008;0.921185738;0.831792845;0.814606481;0.980484845;0.993062461;0.957349229;0.950969094;0.910176439;0.978070652;0.837962576;0.935917051;0.84191362;0.723792281;0.982431989;0.803253742;0.908296173;0.991477882;0.847267293;0.975775386;0.903017553;0.99696091;0.983588651;0.903307632;0.811282246;0.933498636;0.63376964;0.886113068;0.873540456;0.980524999;0.999176621;0.869890639;0.908339422;0.882079269;0.766242525;0.918159511;0.990754938;0.922977644;0.97443804;0.983651273;0.986281245
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput7Params;;0.992428638;0.979339779;0.997328918;0.759591249;0.931613267;0.946043727;0.996785729;0.860728264;0.851542556;0.99032351;0.999197979;0.995627271;0.990935622;0.991788115;0.997387968;0.985047017;0.969738148;0.997500994;0.969888198;0.972338544;0.991810048;0.986706163;0.973736369;0.970988868;0.97533439;0.987123665;0.996735825;0.993157734;0.993791461;0.998925972;0.973557754;0.976003051;0.996194524;0.995857222;0.997049247;0.996827005;0.993628499;0.996365802;0.997887636;0.996288361;0.9901822;0.989403945;0.998684018;0.995676559;0.99514592;0.997189447;0.99835305;0.995995049;0.996670608;0.997677585;0.988762482;0.987398288;0.997109962;0.995963445;0.999078115;0.988622294;0.989319501;0.998598753;0.98768617;0.997392307;0.987483408;0.996179463;0.985764916;0.969828645;0.988399283;0.996757638;0.995463597;0.997661267;0.983449905;0.9919777;0.994059995;0.997448436;0.993212155;0.995048967;0.994723886;0.988202194;0.993625579;0.991028581;0.968616503;0.984352413;0.992131972;0.996944098;0.994501694;0.993753433;0.983294866;0.966303988;0.912812316;0.984371394;0.951229852;0.957267974;0.991368473;0.998873648;0.995951709;0.998664199;0.977926287;0.987111458;0.998573234;0.996660772;0.993942191
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput8Params;;0.913876904;0.989622037;0.966150314;0.977035097;0.996406604;0.995423578;0.918568893;0.991835274;0.997935051;0.988490325;0.995173335;0.994100643;0.971900006;0.911968164;0.993065313;0.833381246;0.996581697;0.989915084;0.823072799;0.700763927;0.918449039;0.903589975;0.928504672;0.961211646;0.996643667;0.994559064;0.991816023;0.997209675;0.997141406;0.973772254;0.965529156;0.941797829;0.921409154;0.99675242;0.990875665;0.99413904;0.980061492;0.989373049;0.997423966;0.99508143;0.892714758;0.862441432;0.997083971;0.994232475;0.97645762;0.992827851;0.995815534;0.997174372;0.989938854;0.99819632;0.935113796;0.971420786;0.999162204;0.990039842;0.995844404;0.989726801;0.995590059;0.99763928;0.933752451;0.940655819;0.993087463;0.876742276;0.937292556;0.996072427;0.997302388;0.996142693;0.99303748;0.98692437;0.965765743;0.981738197;0.995730753;0.994405986;0.999048378;0.995463201;0.988518363;0.994913326;0.993822645;0.992530074;0.998145617;0.997498478;0.985611922;0.988941883;0.998242303;0.99930784;0.99492594;0.933428083;0.994756709;0.953857786;0.995975275;0.986479489;0.995635095;0.954079884;0.92734953;0.835915477;0.996950994;0.991674654;0.98319402;0.972207625;0.995174089
;;org.apache.logging.log4j.perf.jmh.AsyncAppenderLog4j1Benchmark.throughput9Params;;0.940725869;0.985860677;0.993184883;0.99821873;0.981696439;0.991845045;0.989918329;0.993692701;0.996449062;0.992249903;0.986552087;0.987661984;0.995445696;0.995003662;0.995800306;0.997420704;0.995569946;0.976213194;0.986632253;0.994863407;0.996146608;0.995376177;0.995655319;0.994736053;0.99874406;0.990234549;0.987854492;0.985976559;0.992234015;0.989077575;0.9944337;0.98580037;0.99293245;0.976273012;0.970110168;0.983803678;0.997693754;0.984646629;0.979118995;0.993665909;0.97955941;0.994235144;0.990569415;0.990649397;0.988570453;0.999078361;0.892450323;0.97735284;0.988167327;0.979210976;0.992141619;0.992427218;0.983778438;0.987199735;0.98984278;0.989046847;0.993702805;0.982616209;0.958649254;0.947855505;0.996967979;0.963867699;0.996821726;0.985842932;0.998486245;0.996868635;0.981841844;0.985704622;0.993602942;0.99675762;0.993864034;0.992919367;0.995665531;0.9963871;0.995220158;0.997960048;0.991772698;0.998027154;0.988126787;0.996177733;0.994017488;0.989939802;0.993720601;0.993213222;0.979058179;0.992531373;0.980267781;0.998945108;0.987520884;0.989924021;0.981316249;0.992571199;0.993753127;0.99754176;0.997024854;0.995358587;0.985878407;0.981547879;0.994521452
